PROPERTY_ID,ZIP,PRICE,year,quarter,bathrooms,bedrooms,YR_BLT,SQFT
38625875,90621,153000,1999,2,2,3,1975,1318
38625875,90621,275000,2003,2,2,3,1975,1318
38625875,90621,380000,2005,1,2,3,1975,1318
38625876,90621,125000,1998,2,2,2,1975,1060
38625877,90621,172000,1999,3,3,4,1975,1662
38625877,90621,509000,2006,3,3,4,1975,1662
38625877,90621,420000,2008,1,3,4,1975,1662
38625878,90621,151000,2000,1,3,4,1975,1662
38625879,90621,128000,1997,4,2,3,1975,1318
38625880,90621,340000,2004,1,3,3,1975,1533
38625880,90621,485000,2007,2,3,3,1975,1533
38625881,90621,345000,2008,2,3,3,1975,1152
38625882,90621,375000,2004,4,3,3,1975,1152
38625885,90621,149000,1996,2,3,4,1975,1662
38625885,90621,165000,1999,4,3,4,1975,1662
38625885,90621,360000,2003,3,3,4,1975,1662
38625887,90621,220000,2002,3,2,3,1975,1318
38625887,90621,397000,2004,3,2,3,1975,1318
38625888,90621,143000,1995,2,3,3,1975,1533
38625888,90621,475000,2007,1,3,3,1975,1533
38625889,90621,142500,1994,2,3,3,1975,1152
38625897,90621,135000,1996,2,3,3,1976,1152
38625897,90621,168000,2000,2,3,3,1976,1152
38625897,90621,225000,2002,2,3,3,1976,1152
38625901,90621,120000,1998,3,2,2,1976,1060
38625901,90621,152500,2001,2,2,2,1976,1060
38625902,90621,175000,1998,3,3,4,1976,1662
38625902,90621,221000,2001,2,3,4,1976,1662
38625902,90621,279000,2002,4,3,4,1976,1662
38625902,90621,299000,2003,2,3,4,1976,1662
38625903,90621,165000,1998,3,4,3,1976,1533
38625905,90621,145000,1998,3,3,3,1976,1152
38625905,90621,435000,2006,4,3,3,1976,1152
38625905,90621,325000,2008,2,3,3,1976,1152
38625906,90621,479000,2007,1,4,3,1976,1533
38625907,90621,205000,2001,3,2,3,1976,1318
38625910,90621,175000,1993,1,3,4,1976,1662
38625910,90621,148000,1997,3,3,4,1976,1662
38625912,90621,196500,2001,3,2,3,1976,1318
38625913,90621,179000,1992,1,3,4,1976,1662
38625913,90621,425000,2005,1,3,4,1976,1662
38625916,90621,270000,2003,2,2,3,1976,1318
38625917,90621,446000,2005,3,4,3,1976,1533
38625918,90621,131000,1997,2,3,3,1976,1152
38625918,90621,175500,2001,1,3,3,1976,1152
38625919,90621,175000,1999,1,3,4,1976,1662
38625920,90621,245000,2002,3,2,3,1976,1318
38625920,90621,285000,2009,1,2,3,1976,1318
38625922,90621,535000,2005,4,3,4,1976,1662
38625923,90621,195000,2000,3,3,4,1976,1662
38625923,90621,320000,2003,2,3,4,1976,1662
38625924,90621,116000,1996,2,2,2,1976,1060
38625931,90621,145000,1994,3,3,3,1976,1152
38625935,90621,410000,2008,4,3,4,1976,1662
38625936,90621,275000,2004,2,2,2,1976,1060
38625937,90621,425000,2007,3,2,3,1976,1318
38625940,90621,435000,2005,1,4,3,1976,1533
38625942,90621,131000,1999,4,2,2,1976,1060
38625943,90621,135000,1997,1,3,4,1976,1662
38625944,90621,198000,2000,2,3,4,1976,1662
38625946,90621,140000,1994,3,3,3,1976,1152
38625946,90621,149000,1998,3,3,3,1976,1152
38625946,90621,240000,2003,2,3,3,1976,1152
38625946,90621,455000,2005,3,3,3,1976,1152
38625947,90621,160000,1999,4,3,3,1976,1152
38625948,90621,153000,1993,2,4,3,1976,1533
38625948,90621,223000,2001,2,4,3,1976,1533
38625951,90621,285000,2004,4,2,2,1976,1060
38625953,90621,175000,1991,3,4,3,1976,1533
38625954,90621,224000,2001,3,3,3,1976,1152
38625954,90621,315000,2004,3,3,3,1976,1152
38625954,90621,430000,2007,3,3,3,1976,1152
38625983,90621,41000,1998,4,0,0,.,0
38626001,90621,209000,1992,4,3,3,1985,1379
38626001,90621,514000,2005,4,3,3,1985,1379
38626002,90621,169000,1996,4,3,3,1985,1335
38626002,90621,430000,2004,3,3,3,1985,1335
38626002,90621,520000,2007,1,3,3,1985,1335
38626003,90621,180000,1995,2,3,3,1985,1328
38626004,90621,186000,1999,1,3,3,1985,1331
38626005,90621,170000,1995,2,3,3,1985,1334
38626007,90621,165000,1996,3,3,3,1985,1330
38626007,90621,220000,2001,1,3,3,1985,1330
38626009,90621,180000,1998,3,3,3,1985,1336
38626009,90621,423000,2004,2,3,3,1985,1336
38626010,90621,179000,1999,4,3,3,1985,1330
38626011,90621,275000,2002,3,3,3,1985,1333
38626012,90621,180000,1994,3,3,3,1985,1336
38626012,90621,155000,1997,4,3,3,1985,1336
38626012,90621,525000,2005,4,3,3,1985,1336
38626012,90621,380000,2008,2,3,3,1985,1336
38626013,90621,545000,2006,3,3,3,1985,1376
38626013,90621,360000,2008,4,3,3,1985,1376
38626017,90621,145000,1993,4,3,2,1985,1125
38626018,90621,201500,2001,4,3,2,1985,1118
38626019,90621,126500,1999,4,3,2,1985,1121
38626019,90621,235000,2002,3,3,2,1985,1121
38626019,90621,270000,2009,1,3,2,1985,1121
38626020,90621,130000,1998,1,3,2,1985,1124
38626020,90621,224000,2002,3,3,2,1985,1124
38627960,90621,145000,1999,2,0,0,1984,862
38627961,90621,135000,1994,2,2,2,1923,1250
38627961,90621,163000,1999,1,2,2,1923,1250
38627962,90621,185000,2001,3,0,0,1894,952
38627965,90621,169500,1998,4,2,2,1952,1112
38627966,90621,156500,1995,3,1,1,1947,669
38627967,90621,139500,1996,1,1,2,1950,1083
38627967,90621,525000,2006,2,1,2,1950,1083
38627968,90621,520000,2006,3,3,3,1955,1329
38627972,90621,340000,2003,3,3,3,1949,1536
38627974,90621,158000,1997,1,3,3,1987,1353
38627975,90621,102000,1999,3,5,7,1946,2821
38627975,90621,306000,2001,2,5,7,1946,2821
38627989,90621,42500,1993,4,1,2,1926,1170
38627989,90621,35000,1996,1,1,2,1926,1170
38627989,90621,175000,1999,3,1,2,1926,1170
38627994,90621,159000,1998,3,1,3,1949,1692
38627994,90621,485000,2005,3,1,3,1949,1692
38627996,90621,215000,1994,4,1,2,1947,970
38627997,90621,313000,2003,4,3,3,1947,1448
38627997,90621,575000,2006,4,3,3,1947,1448
38628003,90621,152000,1994,3,1,3,1951,1560
38628003,90621,305000,2002,4,1,3,1951,1560
38628004,90621,197500,1999,3,1,2,1958,903
38628006,90621,92500,1996,1,1,2,1948,908
38628013,90621,165000,1991,2,1,2,1948,736
38628013,90621,111509,1995,4,1,2,1948,736
38628014,90621,137500,1991,3,1,2,1947,856
38628019,90621,260000,2002,3,1,2,1964,1908
38628027,90621,530000,2006,1,1,2,1947,1062
38628029,90621,203000,2000,1,1,3,1955,1162
38628031,90621,129500,2001,4,1,2,1946,941
38628036,90621,154000,1993,3,3,2,1954,1269
38628036,90621,438000,2005,1,3,2,1954,1269
38628038,90621,130000,1994,2,1,1,1940,1028
38628039,90621,235000,2001,4,2,3,1954,1145
38628040,90621,161000,1992,3,2,3,1954,1145
38628040,90621,148000,1998,3,2,3,1954,1145
38628045,90621,94000,1996,1,3,4,1954,1118
38628045,90621,175000,2000,4,3,4,1954,1118
38628046,90621,546000,2007,1,3,4,1954,1118
38628046,90621,255000,2009,2,3,4,1954,1118
38628057,90621,115000,1993,3,3,4,1954,1118
38628058,90621,187000,2001,2,3,3,1954,1144
38628059,90621,445000,2005,2,3,3,1954,1095
38628068,90621,116500,1998,2,1,1,1944,952
38628080,90621,140000,1992,1,0,0,1964,868
38628080,90621,135000,1998,2,0,0,1964,868
38628080,90621,265000,2003,3,0,0,1964,868
38628083,90621,239000,2001,3,3,3,1955,1288
38628084,90621,635000,2005,2,3,3,1955,1291
38628086,90621,140000,1997,2,3,3,1955,1281
38628086,90621,505000,2005,3,3,3,1955,1281
38628086,90621,338000,2008,3,3,3,1955,1281
38628088,90621,245000,2002,2,3,4,1953,1141
38628089,90621,145000,1998,2,3,4,1954,1119
38628090,90621,500000,2005,2,3,4,1954,1118
38628091,90621,270000,2002,3,3,3,1954,1095
38628093,90621,599000,2005,2,4,5,1954,4734
38628093,90621,599000,2005,2,4,5,1954,4734
38628094,90621,308000,2003,3,3,3,1954,1120
38628096,90621,140000,1993,2,3,4,1954,1118
38628111,90621,90000,1997,2,1,1,1950,500
38628120,90621,157000,1997,3,1,2,1946,848
38628133,90621,200000,2002,3,1,1,1950,648
38628143,90621,126500,1993,2,1,2,1955,893
38628148,90621,138000,1996,1,0,0,1951,1394
38628149,90621,160000,1994,4,0,0,1951,1960
38628149,90621,599500,2004,3,0,0,1951,1960
38628149,90621,650000,2006,1,0,0,1951,1960
38628150,90621,220000,1999,4,0,0,1952,1357
38628151,90621,250000,2003,3,0,0,1950,787
38628152,90621,281000,2003,4,0,0,1951,1067
38628152,90621,400000,2008,3,0,0,1951,1067
38628160,90621,170000,1994,4,1,2,1948,986
38628163,90621,370000,2005,2,3,2,1948,1600
38628165,90621,155454,1999,4,1,2,1948,1044
38628168,90621,418000,2005,3,1,2,1948,1062
38628168,90621,525000,2005,4,1,2,1948,1062
38628170,90621,135000,1993,3,1,2,1948,1130
38628170,90621,207000,2001,3,1,2,1948,1130
38628171,90621,500000,2005,1,3,3,1948,1949
38628171,90621,385000,2008,3,3,3,1948,1949
38628177,90621,138000,1998,3,1,2,1948,1050
38628178,90621,150000,1999,2,1,2,1948,1058
38628179,90621,230000,2001,3,1,2,1948,1337
38628180,90621,154000,1992,2,1,2,1948,1064
38628182,90621,160000,1991,2,1,3,1948,1200
38628182,90621,283000,2003,1,1,3,1948,1200
38628182,90621,359000,2008,2,1,3,1948,1200
38628184,90621,236000,2002,3,1,2,1948,1158
38628184,90621,400000,2004,4,1,2,1948,1158
38628184,90621,585000,2006,3,1,2,1948,1158
38628184,90621,350000,2008,2,1,2,1948,1158
38628186,90621,265000,2004,4,0,0,1948,1108
38628186,90621,450000,2005,4,0,0,1948,1108
38628186,90621,295000,2008,1,0,0,1948,1108
38628187,90621,155000,1991,3,0,0,1948,1109
38628187,90621,251000,2003,4,0,0,1948,1109
38628188,90621,265000,2003,3,0,0,1948,1173
38628189,90621,450000,2005,4,0,0,1917,769
38628191,90621,215000,2002,1,1,2,1948,986
38628192,90621,138000,1998,1,1,2,1949,988
38628192,90621,195000,2001,3,1,2,1949,988
38628197,90621,370000,2003,3,1,3,1948,1519
38628199,90621,200000,1999,3,0,0,1926,1259
38628199,90621,477000,2009,2,0,0,1926,1259
38628208,90621,200000,1999,2,0,0,1958,1739
38628209,90621,160000,1999,4,0,0,1960,1190
38628210,90621,175000,1993,3,0,0,1953,1952
38628210,90621,531000,2005,3,0,0,1953,1952
38628485,90621,145000,1993,1,1,3,1947,1604
38628486,90621,80000,1995,3,1,1,1946,620
38628486,90621,145500,1996,2,1,1,1946,620
38628486,90621,144000,1998,4,1,1,1946,620
38628486,90621,144000,1999,2,1,1,1946,620
38628487,90621,540000,2007,2,1,2,1950,733
38628498,90621,210000,1999,4,3,3,1972,1426
38628500,90621,480000,2005,3,1,2,1953,816
38628504,90621,157500,1997,3,5,3,1948,1624
38628505,90621,455000,2003,4,0,0,1977,1870
38628508,90621,240000,2001,2,3,3,1920,1519
38629963,90621,430000,2004,3,3,3,1954,1410
38629964,90621,150000,1998,2,3,3,1954,1120
38629964,90621,430000,2005,1,3,3,1954,1120
38629964,90621,535000,2007,2,3,3,1954,1120
38629965,90621,420000,2005,1,3,3,1954,1120
38629966,90621,308000,2003,2,3,4,1954,1119
38629968,90621,148000,1998,2,3,4,1954,1118
38629968,90621,455000,2005,1,3,4,1954,1118
38629969,90621,216000,2002,2,3,3,1954,1120
38629969,90621,440000,2004,4,3,3,1954,1120
38629969,90621,550000,2006,1,3,3,1954,1120
38629969,90621,220000,2008,2,3,3,1954,1120
38629972,90621,399000,2008,2,3,4,1954,1119
38629974,90621,165000,1991,3,3,4,1954,1118
38629974,90621,130000,1997,3,3,4,1954,1118
38629979,90621,82954,1996,2,3,4,1954,1118
38629980,90621,515000,2005,3,3,4,1954,1118
38629981,90621,142000,1996,2,3,4,1954,1373
38629996,90621,136000,1994,3,3,3,1954,1095
38629996,90621,198000,2009,2,3,3,1954,1095
38629999,90621,130000,1995,1,3,3,1954,1120
38630000,90621,495000,2005,3,3,3,1954,1120
38630000,90621,575000,2006,3,3,3,1954,1120
38630000,90621,265000,2009,1,3,3,1954,1120
38630001,90621,387500,2004,2,3,4,1954,1439
38630002,90621,144000,1992,4,3,3,1954,1095
38630002,90621,160000,1999,3,3,3,1954,1095
38630003,90621,127000,1994,3,3,3,1954,1120
38630003,90621,385000,2004,2,3,3,1954,1120
38630004,90621,490000,2005,4,3,4,1954,1119
38630004,90621,535000,2007,1,3,4,1954,1119
38630005,90621,405000,2004,3,3,3,1954,1480
38630006,90621,253000,2002,3,3,4,1954,1118
38631004,90621,159500,1995,3,3,3,1961,1256
38631004,90621,610000,2006,3,3,3,1961,1256
38631006,90621,326000,2009,2,3,3,1961,1256
38631007,90621,155000,1996,3,3,3,1961,1256
38631007,90621,439000,2008,3,3,3,1961,1256
38631008,90621,349000,2003,2,3,3,1961,1256
38631010,90621,113000,2001,2,3,3,1961,1256
38631010,90621,300000,2002,4,3,3,1961,1256
38631011,90621,169000,1992,2,3,3,1961,1256
38631011,90621,285000,2008,3,3,3,1961,1256
38631012,90621,160000,1995,3,3,3,1961,1256
38631020,90621,347000,2003,3,3,3,1961,1256
38631021,90621,168000,1998,2,3,3,1961,1256
38631021,90621,350000,2009,2,3,3,1961,1256
38631022,90621,156000,1998,2,3,3,1961,1256
38631022,90621,420000,2004,3,3,3,1961,1256
38631023,90621,160000,1995,4,3,5,1961,1816
38631024,90621,410000,2004,4,3,3,1961,1256
38631026,90621,150000,1999,1,3,3,1961,1256
38631027,90621,221000,2001,3,3,3,1961,1256
38631028,90621,245000,2002,2,3,3,1961,1256
38631030,90621,252000,2002,2,3,3,1961,1256
38631031,90621,222000,2000,4,3,3,1961,1256
38631227,90621,154000,1996,3,3,3,1963,1353
38631229,90621,162000,1996,3,3,4,1963,1589
38631232,90621,485000,2005,4,3,4,1963,1589
38631235,90621,212000,2001,4,3,4,1962,1976
38631235,90621,265000,2009,1,3,4,1962,1976
38631236,90621,198500,2000,4,3,3,1963,1363
38631237,90621,172000,1998,2,3,4,1962,1589
38631238,90621,175000,1998,2,3,4,1962,1601
38631239,90621,165000,1995,4,3,3,1963,1353
38631243,90621,174000,2000,1,3,3,1963,1353
38631243,90621,216000,2000,1,3,3,1963,1353
38631244,90621,172000,1997,1,3,4,1963,1589
38631244,90621,521000,2007,3,3,4,1963,1589
38631245,90621,171000,1997,1,3,3,1963,1603
38631248,90621,162000,1998,1,3,3,1962,1272
38631249,90621,184000,1993,2,3,3,1963,1353
38631249,90621,199000,1999,3,3,3,1963,1353
38631249,90621,330000,2003,2,3,3,1963,1353
38631249,90621,460000,2008,3,3,3,1963,1353
38631251,90621,160000,1995,3,3,3,1963,1353
38631251,90621,365000,2008,2,3,3,1963,1353
38631252,90621,234000,2001,1,3,3,1963,1353
38631253,90621,169000,1994,2,3,4,1963,1792
38631256,90621,235000,2001,3,3,3,1963,1353
38631257,90621,161000,1994,1,3,3,1963,1613
38631261,90621,155000,1995,3,3,3,1963,1353
38631261,90621,550000,2006,3,3,3,1963,1353
38631263,90621,188000,1994,3,3,3,1963,1653
38631267,90621,193500,1999,3,3,3,1963,1353
38631268,90621,151000,2000,4,3,4,1963,2137
38631270,90621,275000,2001,4,3,3,1963,1295
38631271,90621,205000,2000,1,3,4,1963,1589
38631271,90621,630000,2007,2,3,4,1963,1589
38631272,90621,170000,1995,4,3,4,1963,1589
38631275,90621,225000,2000,3,3,4,1963,2109
38631275,90621,439000,2004,1,3,4,1963,2109
38631281,90621,210000,1992,1,3,3,1963,1272
38631281,90621,310000,2002,4,3,3,1963,1272
38631281,90621,625000,2006,3,3,3,1963,1272
38631281,90621,425000,2008,2,3,3,1963,1272
38631282,90621,650000,2006,3,3,4,1963,1636
38631288,90621,240000,1992,1,3,4,1963,2310
38631288,90621,190000,1995,1,3,4,1963,2310
38631291,90621,170000,1994,4,3,3,1963,1272
38631292,90621,165000,1998,2,3,3,1962,1363
38631294,90621,246000,2002,2,3,3,1963,1272
38631296,90621,176000,1998,3,3,3,1963,1272
38631297,90621,230000,1991,2,3,4,1963,2037
38631299,90621,415000,2004,1,3,4,1963,1589
38631300,90621,188000,1998,4,3,4,1963,1589
38631301,90621,176000,1997,1,3,3,1963,1958
38631301,90621,280000,2001,1,3,3,1963,1958
38631301,90621,320000,2002,3,3,3,1963,1958
38631302,90621,238000,1998,3,3,4,1963,2604
38631303,90621,225000,2000,2,3,3,1963,1467
38631307,90621,390000,2004,1,3,4,1963,1589
38631308,90621,169000,1992,4,3,3,1963,1272
38631312,90621,198000,1992,4,3,4,1963,1589
38631312,90621,185000,2001,2,3,4,1963,1589
38631312,90621,400000,2003,3,3,4,1963,1589
38631312,90621,640000,2006,1,3,4,1963,1589
38631313,90621,210000,1992,2,3,4,1963,1868
38631313,90621,187500,1995,4,3,4,1963,1868
38631314,90621,420000,2003,3,3,4,1963,2301
38631315,90621,599000,2005,3,3,4,1963,1589
38631319,90621,230000,1999,2,3,4,1963,1589
38631319,90621,360000,2002,2,3,4,1963,1589
38631320,90621,235000,1998,1,3,4,1963,1589
38631320,90621,356000,2002,2,3,4,1963,1589
38631320,90621,795000,2006,2,3,4,1963,1589
38631320,90621,470000,2008,4,3,4,1963,1589
38631322,90621,151000,1996,2,3,3,1963,1272
38631380,90621,570000,2005,1,0,0,1951,2149
38631381,90621,649000,2005,1,0,0,1954,3198
38631381,90621,670000,2006,4,0,0,1954,3198
38849113,90621,75000,1992,3,0,0,1950,821
38849113,90621,165000,2002,4,0,0,1950,821
38849116,90621,105000,1995,2,0,0,1922,885
38849116,90621,85500,1999,4,0,0,1922,885
38849118,90621,244000,2004,1,0,0,1923,821
38849122,90621,133000,1994,3,1,2,1921,1064
38849125,90621,141000,1999,4,1,3,1941,1099
38849132,90621,110000,2000,3,1,2,1946,722
38849132,90621,189000,2002,3,1,2,1946,722
38849132,90621,318000,2004,1,1,2,1946,722
38849134,90621,126000,1997,4,1,2,1928,980
38849134,90621,260000,2002,4,1,2,1928,980
38849134,90621,500000,2005,2,1,2,1928,980
38849134,90621,528000,2006,4,1,2,1928,980
38849135,90621,110000,1996,2,1,2,1927,1055
38849135,90621,119000,1997,4,1,2,1927,1055
38849136,90621,190000,2001,3,1,2,1927,816
38849136,90621,296000,2004,1,1,2,1927,816
38849140,90621,95000,1996,1,1,2,1926,1130
38849142,90621,400000,2005,3,1,2,1926,793
38849142,90621,165000,2009,2,1,2,1926,793
38849144,90621,189000,2001,4,1,2,1923,704
38849146,90621,115000,1996,1,1,2,1949,1020
38849146,90621,136000,1999,4,1,2,1949,1020
38849146,90621,219000,2002,2,1,2,1949,1020
38849147,90621,80000,1994,1,1,2,1928,924
38849147,90621,139000,1999,3,1,2,1928,924
38849147,90621,527000,2005,3,1,2,1928,924
38849148,90621,200000,1999,2,4,2,1975,2331
38849150,90621,58090,2001,1,1,2,1927,960
38849154,90621,70000,1999,3,0,0,1910,0
38849154,90621,315000,2002,2,0,0,1910,0
38849158,90621,167000,2000,4,1,2,1949,880
38849158,90621,300000,2008,3,1,2,1949,880
38849160,90621,155000,2001,3,1,2,1927,868
38849162,90621,119500,1995,4,1,1,1940,780
38849163,90621,132000,2000,2,1,2,1926,936
38849167,90621,127000,1996,4,2,4,1951,1140
38849168,90621,195000,1999,3,1,2,1947,1084
38849168,90621,496000,2004,1,1,2,1947,1084
38849169,90621,260000,2005,2,1,2,1926,959
38849172,90621,105000,1996,2,1,3,1910,1126
38849172,90621,148000,1999,4,1,3,1910,1126
38849172,90621,240000,2003,1,1,3,1910,1126
38849172,90621,400000,2005,1,1,3,1910,1126
38849172,90621,375000,2006,4,1,3,1910,1126
38849173,90621,128000,1993,3,1,2,1926,808
38849173,90621,61500,1997,4,1,2,1926,808
38849173,90621,155000,1998,3,1,2,1926,808
38849173,90621,154000,2000,2,1,2,1926,808
38849174,90621,129000,1994,1,1,2,1926,856
38849175,90621,120000,1994,2,1,3,1946,1232
38849175,90621,395000,2004,2,1,3,1946,1232
38849175,90621,544000,2004,4,1,3,1946,1232
38849178,90621,116500,1998,3,1,2,1926,884
38849178,90621,136000,1999,3,1,2,1926,884
38849178,90621,180500,2004,2,1,2,1926,884
38849179,90621,60000,1996,2,1,2,1950,886
38849183,90621,181000,1991,2,3,3,1986,1382
38849183,90621,165000,1995,4,3,3,1986,1382
38849186,90621,175000,1999,3,1,2,1945,624
38849189,90621,140000,1993,2,1,2,1926,933
38849197,90621,103000,2000,1,1,2,1927,952
38849197,90621,164000,2000,2,1,2,1927,952
38849198,90621,95000,1997,2,1,2,1927,793
38849198,90621,143000,2001,1,1,2,1927,793
38849212,90621,125000,1994,1,1,3,1954,1237
38849212,90621,157000,2000,2,1,3,1954,1237
38849212,90621,302000,2003,3,1,3,1954,1237
38849212,90621,520000,2005,2,1,3,1954,1237
38849212,90621,270000,2008,4,1,3,1954,1237
38849225,90621,95000,1997,4,1,2,1902,930
38849231,90621,358000,2003,2,1,3,1956,1053
38849231,90621,495000,2004,1,1,3,1956,1053
38849233,90621,505000,2006,2,1,1,1949,624
38849234,90621,152000,2000,2,1,3,1923,960
38849234,90621,330000,2004,2,1,3,1923,960
38849234,90621,519000,2005,1,1,3,1923,960
38849242,90621,485000,2005,3,3,3,1956,1459
38849244,90621,185000,1991,4,3,3,1956,1629
38849246,90621,175000,2000,1,3,3,1956,1456
38849247,90621,150000,1997,1,3,3,1956,1209
38849247,90621,510000,2005,3,3,3,1956,1209
38849250,90621,138000,1998,1,3,3,1956,1209
38849250,90621,585000,2007,1,3,3,1956,1209
38849250,90621,595000,2007,1,3,3,1956,1209
38849251,90621,150000,1994,4,3,3,1956,1209
38849251,90621,250000,2002,2,3,3,1956,1209
38849253,90621,170000,1992,3,3,3,1956,1209
38849256,90621,157500,1998,1,3,3,1956,1209
38849256,90621,495000,2005,1,3,3,1956,1209
38849257,90621,167000,2000,3,3,4,1956,1469
38849257,90621,318000,2008,2,3,4,1956,1469
38849259,90621,147000,2000,4,3,3,1956,1209
38849260,90621,529000,2006,3,3,3,1956,1209
38849262,90621,182000,1994,3,3,3,1956,1209
38849262,90621,153000,1998,3,3,3,1956,1209
38849263,90621,163500,1993,2,3,3,1956,1209
38849263,90621,150000,1995,1,3,3,1956,1209
38849263,90621,130000,1997,3,3,3,1956,1209
38849263,90621,250000,2003,2,3,3,1956,1209
38849264,90621,450000,2007,4,3,3,1956,1209
38849265,90621,136000,1998,2,3,3,1956,1209
38849265,90621,155000,2000,1,3,3,1956,1209
38849265,90621,245000,2002,1,3,3,1956,1209
38849266,90621,330000,2004,1,7,5,1956,2049
38849270,90621,130000,1998,4,1,2,1952,736
38849270,90621,129000,1999,4,1,2,1952,736
38849280,90621,115000,1995,4,1,2,1952,749
38849282,90621,207000,2001,2,1,2,1952,749
38849282,90621,500000,2006,4,1,2,1952,749
38849283,90621,155000,1991,2,1,2,1952,745
38849283,90621,470000,2006,2,1,2,1952,745
38849284,90621,128000,1998,3,1,2,1952,745
38849284,90621,308000,2003,1,1,2,1952,745
38849284,90621,535000,2006,4,1,2,1952,745
38849286,90621,585000,2006,3,1,2,1952,749
38849286,90621,315000,2008,3,1,2,1952,749
38849286,90621,350000,2008,4,1,2,1952,749
38849290,90621,198000,1993,2,2,3,1952,1068
38849290,90621,162000,1999,4,2,3,1952,1068
38849291,90621,146500,1999,1,1,2,1952,749
38849297,90621,170000,2000,1,1,3,1952,1006
38849298,90621,530000,2005,3,1,3,1952,1401
38849299,90621,185000,2002,1,1,3,1952,1006
38849301,90621,166000,1992,2,1,3,1952,1006
38849301,90621,132000,1996,2,1,3,1952,1006
38849306,90621,201000,2000,2,1,3,1952,1006
38849306,90621,532000,2005,4,1,3,1952,1006
38849311,90621,268000,2004,1,1,3,1952,1006
38849312,90621,124500,1996,2,1,2,1952,750
38849314,90621,600000,2007,2,1,4,1952,2067
38849315,90621,162000,1991,1,1,3,1952,1605
38849315,90621,409000,2004,4,1,3,1952,1605
38849317,90621,145000,1995,3,3,3,1952,1669
38849318,90621,82000,1996,2,1,2,1952,785
38849318,90621,126500,1998,1,1,2,1952,785
38849320,90621,129000,1995,2,1,3,1952,1006
38849320,90621,526000,2005,4,1,3,1952,1006
38849320,90621,280000,2008,3,1,3,1952,1006
38849321,90621,145000,2000,1,1,3,1952,1006
38849322,90621,295000,2004,3,1,3,1952,1006
38849325,90621,147636,1999,2,1,2,1952,750
38849329,90621,165000,1991,3,1,3,1948,1134
38849329,90621,203000,2001,2,1,3,1948,1134
38849330,90621,155000,1991,3,1,2,1948,929
38849331,90621,290000,2003,1,1,2,1948,1475
38849331,90621,535000,2006,2,1,2,1948,1475
38849334,90621,162000,1994,3,3,3,1948,1709
38849337,90621,120000,1997,3,1,2,1948,929
38849338,90621,132000,1997,1,1,3,1948,1116
38849338,90621,297500,2003,2,1,3,1948,1116
38849343,90621,340000,2005,2,1,2,1948,899
38849343,90621,600000,2006,3,1,2,1948,899
38849343,90621,335000,2009,1,1,2,1948,899
38849350,90621,179500,2000,3,1,2,1948,899
38849351,90621,283000,2003,3,1,2,1948,922
38849351,90621,485000,2005,4,1,2,1948,922
38849354,90621,400000,2005,2,1,2,1948,1355
38849356,90621,170000,1993,2,1,3,1948,1212
38849358,90621,152500,1995,3,2,3,1955,1020
38849358,90621,450000,2004,4,2,3,1955,1020
38849359,90621,186000,2000,3,2,2,1955,1028
38849359,90621,272500,2003,2,2,2,1955,1028
38849359,90621,328000,2003,4,2,2,1955,1028
38849360,90621,155000,1994,4,2,3,1955,1404
38849360,90621,495000,2007,3,2,3,1955,1404
38849361,90621,548000,2006,2,2,3,1955,1331
38849361,90621,360000,2008,3,2,3,1955,1331
38849362,90621,160000,1993,4,2,3,1955,1020
38849363,90621,475000,2004,4,2,2,1955,1532
38849364,90621,156000,1994,2,3,3,1960,1453
38849364,90621,440000,2005,2,3,3,1960,1453
38849366,90621,163500,1999,2,3,3,1980,1471
38849367,90621,183000,2000,2,3,3,1980,1474
38849368,90621,172000,1998,1,3,3,1965,1392
38849368,90621,570000,2006,2,3,3,1965,1392
38849368,90621,340000,2009,2,3,3,1965,1392
38849369,90621,168000,1994,3,3,4,1964,1479
38849369,90621,173500,1999,1,3,4,1964,1479
38849370,90621,195000,1992,4,3,4,1964,1479
38849372,90621,245000,1999,2,1,2,1948,922
38849373,90621,140000,2001,1,1,2,1948,899
38849375,90621,420000,2004,4,1,3,1948,1117
38849376,90621,370000,2004,3,1,2,1948,922
38849376,90621,276000,2008,4,1,2,1948,922
38849378,90621,150000,1999,4,1,3,1948,1117
38849380,90621,138000,1997,4,1,2,1948,1262
38849381,90621,335000,2004,2,1,2,1948,899
38849381,90621,265000,2009,2,1,2,1948,899
38849382,90621,50000,1991,4,1,2,1948,922
38849382,90621,300000,2004,2,1,2,1948,922
38849383,90621,166000,1999,3,1,2,1948,1403
38849384,90621,155000,1991,1,1,2,1948,929
38849384,90621,180000,2000,2,1,2,1948,929
38849385,90621,186000,2000,3,1,2,1948,899
38849386,90621,475000,2005,2,2,3,1955,1020
38849387,90621,155500,1996,3,2,2,1955,1842
38849389,90621,144000,1998,4,2,2,1955,1028
38849390,90621,189000,1992,3,2,3,1955,1305
38849391,90621,187500,2001,1,2,2,1955,1028
38849392,90621,154500,1994,1,2,3,1955,1020
38849392,90621,175000,1999,3,2,3,1955,1020
38849392,90621,324000,2003,3,2,3,1955,1020
38849392,90621,336000,2008,3,2,3,1955,1020
38849393,90621,193500,2001,1,2,2,1955,1028
38849393,90621,455000,2005,1,2,2,1955,1028
38849395,90621,128000,1997,1,2,2,1955,1028
38849396,90621,138500,1996,4,3,2,1965,1468
